im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
i need a cheap restaurant that serves indonesian food	inform(food,pricerange,type)
expensive restaurant scottish food	inform(food,pricerange,type)
moderate	inform(pricerange)
im looking for a restaurant in the center of town that serves african food	inform(area,food,task,type)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
sil	null()
im looking for a expensive restaurant in the east part of town	inform(area,pricerange,task,type)
im looking for traditional food	inform(food,task)
moderately priced	inform(pricerange)
moderate restaurant south part of town	inform(area,pricerange,type)
breath i want to find a restaurant in the north part of town	inform(area,type)
moderate priced	inform(pricerange)
fancy restaurant moroccan food	inform(food,type)
im looking for a restaurant in the south part of town and danish food	inform(area,food,task,type)
sil	null()
breathing	null()
sil	null()
cheap	inform(pricerange)
a cheap restaurant in the south part of town	inform(area,pricerange,type)
moderately priced	inform(pricerange)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
noise	null()
expensive restaurant south part of town	inform(area,pricerange,type)
sil	null()
id like to find a restaurant that serves afghan food	inform(food,type)
barbecue food	inform(food,type)
like to find a restaurant in the east part of town and it should serve indian food	inform(area,food,type)
um im looking for a restaurant in the center part of town that serves lebanese food	inform(area,food,task,type)
bistro	inform(food)
looking for a moderately priced restaurant and it needs to be in the south part of town	inform(area,pricerange,type)
i want to find an expensive restaurant that serves swedish food	inform(food,pricerange,type)
looking for a cheap restaurant that serves creative food	inform(food,pricerange,type)
noise	null()
looking for an expensive restaurant that serves afghan food	inform(food,pricerange,type)
unintelligible	null()
polynesian food	inform(food)
restaurant north part of town fast food	inform(area,type)
im looking for a restaurant that serves gastropub food any price range	inform(food,pricerange,task,type)
international food	inform(food)
moderately priced restaurant serving indian food	inform(food,pricerange,type)
sil	null()
im looking for a moderately priced restaurant uh serving halal food	inform(food,pricerange,task,type)
im looking for a moderately priced restaurant that serves vietnamese food	inform(food,pricerange,task,type)
im looking for a restaurant in any area that serves welsh food	inform(area,food,task,type)
im looking for a restaurant in the east part of town that serves afghan food	inform(area,food,task,type)
a restaurant south part of town	inform(area,type)
german	inform(food)
im looking for a cheap restaurant serving modern european type of food	inform(food,pricerange,task,type)
i need a cheap restaurant in the south part of town	inform(area,pricerange,type)
im looking for a restaurant in the west part of town that serves moroccan food	inform(area,food,task,type)
expensive restaurant serving portuguese food	inform(food,pricerange,type)
cantonese food	inform(food)
im looking for a restaurant that serves french food	inform(food,task,type)
cheap	inform(pricerange)
im looking for an italian restaurant in the east part of town	inform(area,food,task,type)
moderately priced	inform(pricerange)
im looking for a cheap restaurant that serves german food	inform(food,pricerange,task,type)
cheap restaurant	inform(pricerange,type)
unintelligible	null()
noise	null()
im looking for a restaurant that serves russian food	inform(food,task,type)
i want to find a cheap re	inform(pricerange)
north	inform(area)
mexican	inform(food)
im looking for a restaurant in the center that serves caribbean food	inform(area,food,task,type)
singaporean food	inform(food)
i want to find a moderately priced restaurant	inform(pricerange,type)
sil	null()
moderately priced	inform(pricerange)
i need a restaurant in the west part of town	inform(area,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
id like a restaurant in the south part of town	inform(area,type)
im looking for an expensive restaurant and it should be the east part of town	inform(area,pricerange,task,type)
vietnamese food	inform(food)
west part of town	inform(area)
moderate price west part of town	inform(area,pricerange)
can i have a moderately priced restaurant	inform(pricerange,type)
im looking for a restaurant in the west part of town that serves canape food	inform(area,task,type)
id like a cheap restaurant in the north part of town	inform(area,pricerange,type)
i would like a cheap restaurant in the west part of town	inform(area,pricerange,type)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
i want expensive food in the east part of town	inform(area,pricerange)
restaurant in the east part of town serving basque food	inform(area,food,type)
looking for something on the south side	inform(area)
i want to find a cheap restaurant	inform(pricerange,type)
expensive	inform(pricerange)
im looking for a restaurant in any area and it should serve pan asian food	inform(area,food,task,type)
im looking for a restaurant in the north part of town serving lebanese food	inform(area,food,task,type)
noise	null()
im looking for a restaurant in the east part of town that serves traditional food	inform(area,food,task,type)
moderately priced	inform(pricerange)
im looking for a restaurant in the east part of town	inform(area,task,type)
cheap	inform(pricerange)
cheap restaurant in the south part of town	inform(area,pricerange,type)
im looking for greek food	inform(food,task)
noise	null()
international food in the east part of town	inform(area,food)
a moderately priced restaurant in the south part of town	inform(area,pricerange,type)
can i have a seafood restaurant please	inform(food,type)
i want to find a moderately priced restaurant that serves cuban food	inform(food,pricerange,type)
breath im looking for a restaurant that serves cuban food	inform(food,task,type)
expensive	inform(pricerange)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
uh id like steakhouse food	inform(food)
find moderately priced restaurant in the west part of town	inform(area,pricerange,type)
id like an expensive restaurant	inform(pricerange,type)
the restaurant	inform(type)
cheap	inform(pricerange)
world food	inform(food)
spanish food	inform(food)
im looking for a restaurant in the north part of town serving malaysian food	inform(area,food,task,type)
im looking for portuguese food	inform(food,task)
i need a cheap restaurant in the east part of town	inform(area,pricerange,type)
spanish food	inform(food)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
i want to find a moderately priced restaurant in the east part town	inform(area,pricerange,type)
danish food	inform(food)
moderately priced restaurant	inform(pricerange,type)
i would like european food	inform(food)
im looking for a restaurant in the center part of town	inform(area,task,type)
i need a moderately priced restaurant	inform(pricerange,type)
i need a cheap restaurant in the west part of town	inform(area,pricerange,type)
looking for a moderately priced restaurant that serves brazilian	inform(food,pricerange,type)
im looking for an expensive restaurant and it should be east part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the north part of town that serves african food	inform(area,food,task,type)
expensive restaurant east part of town	inform(area,pricerange,type)
im looking for a restaurant in the east part of town	inform(area,task,type)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
unintelligible	null()
im looking for a moderately priced restaurant that serves tuscan food	inform(food,pricerange,task,type)
can i find an expensive restaurant that serves traditional food	inform(food,pricerange,type)
i need a moderately priced restaurant in the north part of town	inform(area,pricerange,type)
looking for an expensive restaurant in the south part of town	inform(area,pricerange,type)
can i get a restaurant with vegetarian food	inform(food,type)
cheap restaurant that serves german food	inform(food,pricerange,type)
looking for an expensive restaurant in the south part of town	inform(area,pricerange,type)
im looking for a restaurant in the center part of town that serves unintelligible food	inform(area,task,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for corsica food	inform(food,task)
i need a restaurant serving corsica food	inform(food,type)
noise	null()
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
id like an expensive thai restaurant	inform(food,pricerange,type)
i want a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
expensive restaurant south part of town	inform(area,pricerange,type)
japanese	inform(food)
id like to find an expensive restaurant	inform(pricerange,type)
i want a restaurant in the north part of town that serves vietnamese food	inform(area,food,type)
im looking for a korean restaurant in the expensive price range	inform(food,pricerange,task,type)
i want to find a restaurant serving world food	inform(food,type)
lebanese food	inform(food)
im looking for a restaurant in the north part of town serving jamaican food	inform(area,food,task,type)
i want to find a restaurant in the center that serves lebanese food	inform(area,food,type)
i would like a moderately priced restaurant in the west part of town	inform(area,pricerange,type)
i want a restaurant in the center that serves seafood	inform(area,food,type)
so	null()
korean food	inform(food)
noise	null()
i am looking for a moderately priced restaurant in the south	inform(area,pricerange,task,type)
restaurant in the north part of town serv	inform(area,type)
noise	null()
unintelligible	null()
gastropub	inform(food)
noise	null()
i am	null()
i would like an expensive restaurant in the south part of town	inform(area,pricerange,type)
unintelligible	null()
a cheap restaurant in the east part of town	inform(area,pricerange,type)
unintelligible	null()
im looking for a restaurant in the center	inform(area,task,type)
turkish	inform(food)
noise	null()
noise	null()
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
thai food	inform(food)
i want an expensive irish restaurant	inform(food,pricerange,type)
im looking for gastropub food	inform(food,task)
i want a polynesian restaurant in the west part of town	inform(area,food,type)
im looking for a barbecue restaurant in the east part of town	inform(area,food,task,type)
looking for a moderately priced restaurant that serves cancun	inform(pricerange,type)
i want a polynesian restaurant in the north part of town	inform(area,food,type)
i want to find a moderately priced restaurant in the east part of town	inform(area,pricerange,type)
im looking for a moderate priced restaurant in the north part of town	inform(area,pricerange,task,type)
portuguese	inform(food)
moderate price	inform(pricerange)
ah can i find a unintelligible restaurant serving scotch food	inform(type)
noise im looking for a restaurant that serves scottish food	inform(food,task,type)
cheap restaurant	inform(pricerange,type)
unintelligible	null()
im looking for a restaurant in the center serving greek food	inform(area,food,task,type)
restaurant in the north part of town	inform(area,type)
im looking for a cheap restaurant that serves chinese food	inform(food,pricerange,task,type)
i want to find a cheap restaurant in the south part of town	inform(area,pricerange,type)
need a restaurant serving brazilian food	inform(food,type)
noise i want to find a restaurant that ser	inform(type)
i want to find	null()
i want to find a moderately priced restaurant and it should be in the	inform(pricerange,type)
spanish restaurant	inform(food,type)
im looking for a restaurant in the center	inform(area,task,type)
restaraunt serving fusion food	inform(food)
may i have the cheap restaurant in the south part of town	inform(area,pricerange,type)
find a restaurant serving cannabis food	inform(type)
french	inform(food)
i want to find a cheap restaurant	inform(pricerange,type)
um	null()
cheap restaurant mediterranean food	inform(food,pricerange,type)
i need an expensive restaurant that serves afghan food	inform(food,pricerange,type)
uh im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a spanish restaurant	inform(food,task,type)
iam looking for a restaurant in the center	inform(area,type)
moderately priced restaurant	inform(pricerange,type)
im looking for a restaurant in any area	inform(area,task,type)
im looking for a restaurant in the west part of town that serves caribbean	inform(area,food,task,type)
an expensive restaurant in the east part of town	inform(area,pricerange,type)
noise	null()
cheap	inform(pricerange)
spanish food west part of town	inform(area,food)
chinese in the south part of town	inform(area,food)
i want to find moderately priced restaurant it should be	inform(pricerange,type)
i want a restaurant that serves basque food	inform(food,type)
noise	null()
im looking for a restaurant in the south part of town that serves	inform(area,task,type)
i want a cheap hungarian food restaurant	inform(food,pricerange,type)
im looking for international food	inform(food,task)
id like a cheap restaurant that serves steakhouse	inform(food,pricerange,type)
system	null()
hello welcome to the cambridge system	null()
an expensive restaurant in the south part of town	inform(area,pricerange,type)
restaurant south	inform(area,type)
im looking for an expensive restaurant that serves european food	inform(food,pricerange,task,type)
im looking for a restaurant in the east part of town	inform(area,task,type)
um expensive restaurant	inform(pricerange,type)
uh expensive restaurant in the south	inform(area,pricerange,type)
can i get a cheap restaurant in the south part of town	inform(area,pricerange,type)
im looking for a cheap restaurant in the west part of	inform(area,pricerange,task,type)
im looking for a greek restaurant	inform(food,task,type)
restaurant	inform(type)
the	null()
can i have an expensive restaurant	inform(pricerange,type)
vietnamese food	inform(food)
im looking for gastropub food	inform(food,task)
sil	null()
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
west	inform(area)
moderately priced restaurant that serves fusion food	inform(food,pricerange,type)
restaurant south part of town international food	inform(area,food,type)
restaurant south part of town	inform(area,type)
i need a moderately priced restaurant in the part of town	inform(pricerange,type)
im looking for a moderately priced restaurant that serves	inform(pricerange,task,type)
expensive restaurant east part of town	inform(area,pricerange,type)
im looking for a restaurant in any area that serves austrian food	inform(area,food,task,type)
expensive restaurant serving kosher food	inform(food,pricerange,type)
cheap restaurant	inform(pricerange,type)
find moderately priced brazilian restaurant	inform(food,pricerange,type)
cheap restaurant serving scandinavian food	inform(food,pricerange,type)
the south part of town	inform(area)
i want a restaurant in the north part of town that serves kosher	inform(area,food,type)
south	inform(area)
i would like to find a restaurant in the west part of town that serves	inform(area,type)
i would like to find a moderately priced restaurant and it should	inform(pricerange,type)
do you have an expensive restaurant	inform(pricerange,type)
im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
danish food in the south part of town	inform(area,food)
i would like traditional food in the south part of town	inform(area,food)
im looking for a restaurant that serves corsica food	inform(food,task,type)
im looking for a moderately priced restaurant that serves japanese food	inform(food,pricerange,task,type)
noise	null()
can i have an expensive restaurant	inform(pricerange,type)
im looking for a restaurant cheap restaurant serving romanian food	inform(food,pricerange,task,type)
sil	null()
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
i would like a moderately priced restaurant	inform(pricerange,type)
cheap restaurant in he north part of town	inform(area,pricerange,type)
um i want a restaurant in the north side of town and i want to eat christmas food	inform(area,food,type)
id like a barbecue restaurant	inform(food,type)
i want to find a restaurant in any area	inform(area,type)
im looking for a cheap restaurant	inform(pricerange,task,type)
im looking for a restaurant in the north part of town and it should serve	inform(area,task,type)
can i find a expensive restaurant that serves welsh food	inform(food,pricerange,type)
moderately priced restaurant halal food	inform(food,pricerange,type)
expensive	inform(pricerange)
south	inform(area)
sil	null()
restaurant in the west part of town serving moroccan food	inform(area,food,type)
restaurant in the north part of town that serves	inform(area,type)
im looking for a restaurant in the east part of town	inform(area,task,type)
im looking for a japanese restaurant in the east part	inform(area,food,task,type)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the south part of town	inform(area,task,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
cheap restaurant in west part of town	inform(area,pricerange,type)
im looking for a moderately priced restaurant in the north	inform(area,pricerange,task,type)
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
i want a cheap restaurant in the north part of town	inform(area,pricerange,type)
im looking for a cheap restaurant in east part of town	inform(area,pricerange,task,type)
im looking for an expensive restaurant serving kitalian food	inform(pricerange,task,type)
breath id like to find a moderately priced restaurant in the west part of	inform(area,pricerange,type)
im looking for a restaurant in the south part of town	inform(area,task,type)
east part of town serving swedish food	inform(area,food)
im looking for an expensive restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant that serves	inform(pricerange,task,type)
im looking for am expensive restaurant in the south part	inform(area,pricerange,task,type)
im looking for a moderately priced restaurant in the west part	inform(area,pricerange,task,type)
i need a moderately priced restaurant in the south part of town	inform(area,pricerange,type)
west	inform(area)
expensive east part of town	inform(area,pricerange)
mexican	inform(food)
im looking for a cheap restaurant in the west part of town	inform(area,pricerange,task,type)
cheap	inform(pricerange)
im looking for an moderately restaurant and it should be in the south part of town	inform(area,task,type)
im looking for a cheap restaurant that serves cuban food	inform(food,pricerange,task,type)
im looking for a moderately priced restaurant in the south	inform(area,pricerange,task,type)
moderately priced restaurant	inform(pricerange,type)
cheap restaurant	inform(pricerange,type)
i am looking fora restaurant that should serve	inform(type)
unintelligible	null()
i want a basque food restaurant	inform(food,type)
whats a cheap restaurant on the east part of town	inform(area,pricerange,type)
i need an expensive restaurant in the east part of town	inform(area,pricerange,type)
i am looking for an expensive restaurant in the east	inform(area,pricerange,task,type)
international food	inform(food)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
sil	null()
can i get an expensive	inform(pricerange)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
id like a restaurant in the north part of town that serves tur	inform(area,type)
moderately priced	inform(pricerange)
north	inform(area)
moderately priced restaurant in the north part of town	inform(area,pricerange,type)
expensive	inform(pricerange)
can i have the venusian food	inform(type)
sil	null()
looking for a restaurant in the east part of town	inform(area,type)
uh korean food	inform(food)
cheap restaurant	inform(pricerange,type)
moderate price	inform(pricerange)
im moderate priced restaurant in the north part of town	inform(area,pricerange,type)
im looking for a welsh restaurant in the west part of town	inform(area,food,task,type)
looking for a singaporean restaurant in the center	inform(area,food,type)
im looking for mediterranean food	inform(food,task)
i need a restaurant serving crossover food in the west part of town	inform(area,food,type)
north part of town serving canapes food	inform(area,food)
sil	null()
im looking for a cheap restaurant that serves international	inform(food,pricerange,task,type)
sil	null()
mexican food	inform(food)
im looking for a restaurant in the west part of town	inform(area,task,type)
i want to find a moderately priced restaurant and it should serve	inform(pricerange,type)
i would like a cheap restaurant in the north part of town	inform(area,pricerange,type)
noise	null()
restaurant north part of town	inform(area,type)
im looking for a moderately priced restaurant that serves turkish food	inform(food,pricerange,task,type)
im looking for a restaurant in the center serving african food	inform(area,food,task,type)
im looking for a moderately priced restaurant in the	inform(pricerange,task,type)
a cheap mexican restaurant	inform(food,pricerange,type)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
im looking for a restaurant in the north part of town that serves french	inform(area,food,task,type)
can i get turkish food	inform(food)
noise	null()
japanese food in the center of town	inform(area,food)
i am looking for a moderately priced restaurant in the north	inform(area,pricerange,task,type)
i want a restaurant in the south part of town that serves moroccan food	inform(area,food,type)
thai food	inform(food)
im looking for a restaurant that serves european food	inform(food,task,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a restaurant that serves seafood	inform(food,task,type)
noise	null()
im looking for a moderately priced restaurant that serves canapes	inform(food,pricerange,task,type)
yea im looking for a restaurant that serves basque food	inform(food,task,type)
noise	null()
looking for something moderately priced on the north side of town	inform(area,pricerange)
im looking for a portuguese restaurant	inform(food,task,type)
yea im looking for some spanish food	inform(food,task)
im looking for moderately priced restaurant in the north part	inform(area,pricerange,task,type)
im looking for an expensive restaurant that serves	inform(pricerange,task,type)
can i have moderately priced restaurnt in the south part of town	inform(area,pricerange,type)
im looking for an expensive restaurant	inform(pricerange,task,type)
im looking for a turkish restaurant	inform(food,task,type)
i need a cheap restaurant that serves international food	inform(food,pricerange,type)
im looking a cheap restaurant	inform(pricerange,type)
cheap restaurant north part of town	inform(area,pricerange,type)
moderate restaurant in the south part of town	inform(area,pricerange,type)
looking for a restaurant in the south part of town that serves persian	inform(area,food,type)
breath im looking for a moderately priced restaurant in the east p	inform(area,pricerange,task,type)
moderately priced restaurant	inform(pricerange,type)
mexican food	inform(food)
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
looking for an expensive restaurant that serves	inform(pricerange,type)
european restaurant	inform(food,type)
noise	null()
international food	inform(food)
east part of town	inform(area)
im looking for cuban food	inform(food,task)
expensive in the south	inform(area,pricerange)
i am looking for a moderately priced restaurant and it should	inform(pricerange,task,type)
restaurant in the south part of town	inform(area,type)
i want to find an expensive restaurant that serves hungarian food	inform(food,pricerange,type)
looking for a basque restaurant	inform(food,type)
can i get a moderate restaurant in the south part of town	inform(area,pricerange,type)
a restaurant in the north part of town	inform(area,type)
noise	null()
unintelligible	null()
restaurant	inform(type)
i need a restaurant in the north	inform(area,type)
um want to find a moderately priced restaurant in the	inform(pricerange,type)
im looking for an expensive restaurant in the east	inform(area,pricerange,task,type)
traditional food	inform(food)
expensive	inform(pricerange)
sil	null()
im looking for a cheap restaurant that serves austrian food	inform(food,pricerange,task,type)
im looking for a restaurant in any area that	inform(area,task,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
east part of town	inform(area)
im looking for a cheap restaurant that serves swedish food	inform(food,pricerange,task,type)
id like a moderately priced restaurant that serves halal food	inform(food,pricerange,type)
i want a cheap restaurant in the east part of town	inform(area,pricerange,type)
cheap restaurant	inform(pricerange,type)
im looking for a restaurant in the west part of town that serves italian food	inform(area,food,task,type)
um im trying to find a restaurant in the unintelligible of town	inform(type)
im looking for a restaurant that serves british food	inform(food,task,type)
unintelligible restaurant	inform(type)
noise	null()
im looking for a restaurant in the west part of town that serves danish food	inform(area,food,task,type)
im looking for spanish food	inform(food,task)
north	inform(area)
im looking for a cheap restaurant serving kosher food	inform(food,pricerange,task,type)
expensive restaurant	inform(pricerange,type)
i want an expensive restaurant serving european food	inform(food,pricerange,type)
im looking for a restaurant in any area that serves	inform(area,task,type)
persian food	inform(food)
noise	null()
african food	inform(food)
im looking for a restaurant in the west part of town that serves	inform(area,task,type)
i would like to find a moderately priced	inform(pricerange)
east part of town	inform(area)
unintelligible	null()
looking for a cheap restaurant in the north part of town	inform(area,pricerange,type)
i want to find a moderately	inform(pricerange)
fusion food	inform(food)
can i get	null()
restaurant in west part of town	inform(area,type)
corsica food	inform(food)
i want chinese food	inform(food)
expensive	inform(pricerange)
i would like a cheap restaurant and it should	inform(pricerange,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
greek	inform(food)
im looking for a expensive restaurant in the	inform(pricerange,task,type)
im looking for a cheap restaurant in the east part of town	inform(area,pricerange,task,type)
looking for an expensive restaurant in the east of town	inform(area,pricerange,type)
east	inform(area)
european european	inform(food)
expensive	inform(pricerange)
im looking for a cheap restaurant	inform(pricerange,task,type)
restaurant	inform(type)
im looking for a restaurant in the center serving	inform(area,task,type)
venetian food	inform(food)
expensive	inform(pricerange)
can i get a restaurant in the east part of town that serves italian food	inform(area,food,type)
im looking for a moderately priced restaurant in the south	inform(area,pricerange,task,type)
moderately priced restaurant japanese food	inform(food,pricerange,type)
im looking for moderate priced restaurant in the west	inform(area,pricerange,task,type)
i want an expensive restaurant in the south part of town	inform(area,pricerange,type)
south	inform(area)
can you tell me about an expensive restaurant in the south	inform(area,pricerange,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
can i have an	null()
im looking for a restaurant in the west part of town	inform(area,task,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
expensive restaurant	inform(pricerange,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
i need a cheap restaurant in the south part of town	inform(area,pricerange,type)
moderately priced in the west part of town	inform(area,pricerange)
food	inform(type)
south south	inform(area)
cheap restaurant	inform(pricerange,type)
thai food	inform(food)
cheap in the west part of town	inform(area,pricerange)
restaurant west part of town	inform(area,type)
i want an expensive restaurant in the east part of town	inform(area,pricerange,type)
im looking for a restaurant in the center of town that serves	inform(area,task,type)
i need something in the east part of town that serves	inform(area)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
barbecue food west part of town	inform(area,food)
moderately	inform(pricerange)
id like a restaurant in the south part of town that serves cuban	inform(area,food,type)
find a restaurant in the west part of town	inform(area,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
expensive	inform(pricerange)
im looking for a restaurant in the north part of town and it should serve cata	inform(area,task,type)
moderately priced restaurant in the east	inform(area,pricerange,type)
im looking for a restaurant in the center that serves corsica	inform(area,food,task,type)
can i have a cheap restaurant in the south part of town	inform(area,pricerange,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
id like a moderately priced restaurant in the east part of town	inform(area,pricerange,type)
need one in the west part of town	inform(area)
im looking for an expensive restaurant that serves english food	inform(food,pricerange,task,type)
im looking for an expensive restaurant with venetian food	inform(food,pricerange,task,type)
malaysian food in the south part of town	inform(area,food)
cheap restaurant west part of town	inform(area,pricerange,type)
west part of town	inform(area)
food	inform(type)
noise	null()
i need a persian restaurant in the south part of town	inform(area,food,type)
im looking for an expensive restaurant in the east	inform(area,pricerange,task,type)
im looking for a restaurant in the south	inform(area,task,type)
im looking for a cheap restaurant	inform(pricerange,task,type)
i want to find a restaurant in the south part of town	inform(area,type)
yea id like a restaurant in the west part of town thats	inform(area,type)
i need a restaurant in the east part of town that serves creative	inform(area,food,type)
im looking for a restaurant in any area that serves swedish food	inform(area,food,task,type)
restaurant the serves english food	inform(food,type)
international food	inform(food)
im looking for a moderately priced restaurant and it should be in the west part of town	inform(area,pricerange,task,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
afghan	inform(food)
system	null()
south part of town	inform(area)
romanian food	inform(food)
i want to find a cheap restaurant that serves	inform(pricerange,type)
in the center that serves unintelligible asian	inform(area,food)
i want to find a moderately priced restaurant that serves fusion food	inform(food,pricerange,type)
id like a restaurant in any area	inform(area,type)
im looking for a moderately priced restaurant in the west part	inform(area,pricerange,task,type)
can i find a restaurant in the south that is moderately priced	inform(area,pricerange,type)
for an expensive restaurant in the east part of town	inform(area,pricerange,type)
i need a restaurant that serves corsica food	inform(food,type)
belgium food	inform(food,type)
looking for a moderately priced restaurant in the east part of town	inform(area,pricerange,type)
im looking for a moderately priced restaurant that serves uh	inform(pricerange,task,type)
im looking for a moderately priced restaurant that serves tur	inform(pricerange,task,type)
indonesian food	inform(food)
cheap	inform(pricerange)
im looking for a restaurant in the north part of town that serves	inform(area,task,type)
looking for a restaurant in west part of town serving cantonese	inform(area,food,type)
expensive restaurant	inform(pricerange,type)
im looking for an expensive restaurant in the east part of town	inform(area,pricerange,task,type)
i want a russian restaurant	inform(food,type)
i am looking for persian food please	inform(food,task)
im looking for a cheap restaurant that sells welsh	inform(food,pricerange,task,type)
im looking for corsica food	inform(food,task)
im looking for a restaurant that serves african food	inform(food,task,type)
uh find a restaurant in the west part of town and	inform(area,type)
in the east part of town that serves spanish food	inform(area,food)
moderately priced restaurant	inform(pricerange,type)
im looking for a moderately priced restaurant in the west part of town	inform(area,pricerange,task,type)
i want to find a moderately priced restaurant	inform(pricerange,type)
im looking for a restaurant in the west part of town that serves scottish	inform(area,food,task,type)
expensive	inform(pricerange)
expensive restaurant	inform(pricerange,type)
i want indonesian food	inform(food)
i want a cheap restaurant in the east part of town	inform(area,pricerange,type)
sil	null()
portuguese food	inform(food)
im looking for a restaurant that serves world food	inform(food,task,type)
im looking for a moderately priced restaurant in the north part of town	inform(area,pricerange,task,type)
im looking for a cheap restaurant serving russian food	inform(food,pricerange,task,type)
mexican food	inform(food)
unintelligible	null()
i need a cheap restaurant in the west part of town	inform(area,pricerange,type)
restaurant indian restaurant	inform(food,type)
want to find a restaurant in the west part of town that serves german food	inform(area,food,type)
unintelligible	null()
i would like to find a cheap restaurant in the west part of t	inform(area,pricerange,type)
for a cheap restaurant in the south part of town	inform(area,pricerange,type)
i would like malaysian food in the center part of	inform(area,food)
im looking for a cheap restaurant in the north part of town	inform(area,pricerange,task,type)
sil	null()
unintelligible	null()
canope food	inform(food,type)
im looking for a cheap restaurant that serves belgian food	inform(food,pricerange,task,type)
im looking for something serving vegetarian food	inform(food,task)
cheap restaurant east of town	inform(area,pricerange,type)
english food center part of town	inform(area,food)
chinese food	inform(food)
im looking for a moderate priced restaurant in south part of	inform(area,pricerange,task,type)
im looking for a restaurant in the south part of town serving	inform(area,task,type)
moderate price in south	inform(area,pricerange)
id like to find an expensive restaurant in the east side of town	inform(area,pricerange,type)
moderately priced vanessa restaurant	inform(food,pricerange,type)
cheap spanish restaurant	inform(food,pricerange,type)
looking for a cheap restaurant serving portuguese food	inform(food,pricerange,type)
i need a restaurant in the center of town	inform(area,type)
im looking for a cheap restaurant in the south part of town	inform(area,pricerange,task,type)
im looking for a cheap restaurant that serves christmas food	inform(food,pricerange,task,type)
cough	null()
im looking for a cheap restaurant in the south of town	inform(area,pricerange,task,type)
id like a austrian restaurant in the south part of town	inform(area,food,type)
expensive expensive	inform(pricerange)
unintelligible	null()
restaurant in the east part of town japanese	inform(area,food,type)
breath i want to find an expensive restaurant and it sh	inform(pricerange,type)
im looking for a restaurant in the east part of town that serves traditional food	inform(area,food,task,type)
im looking for a moderately priced restaurant in the south part of town	inform(area,pricerange,task,type)
sil	null()
i want a restaurant in the west part of town that serves jamaican	inform(area,food,type)
looking for a cheap restaurant	inform(pricerange,type)
moderately	inform(pricerange)
im looking for an expensive restaurant that serves european	inform(food,pricerange,task,type)
im looking	null()
west	inform(area)
i want to find a cheap restaurant in the south part of town	inform(area,pricerange,type)
moderate restaurant seafood	inform(food,pricerange,type)
i need a moderately priced restaurant serving world food	inform(food,pricerange,type)
i need a restaurant in the west part of town that serves europ	inform(area,type)
im looking for a restaurant in the center	inform(area,task,type)
id like a restaurant in	inform(type)
im looking for european food	inform(food,task)
european food	inform(food)
i need to find a moderately priced restaurant	inform(pricerange,type)
sil	null()
i would like to find a moderately priced restaurant in the east part of	inform(area,pricerange,type)
im looking for a restaurant in the south part of town that	inform(area,task,type)
id like a restaurant that serves turkish food	inform(food,type)
im looking for a moderately priced restaurant	inform(pricerange,task,type)
moderately priced restaurant in the south part of town	inform(area,pricerange,type)
im looking for a cheap spanish restaurant	inform(food,pricerange,task,type)
cheap restaurant in the west part of town	inform(area,pricerange,type)
